,class_4FGL,Flux1000,PL_Index,LP_Index,LP_SigCurv,PLEC_ExpfactorS,PLEC_Flux_Density,Frac_Variability
3735,Soft,3.4322206e-10,2.1993194,2.1489077,1.3835583999999999,0.049336504,1.4313378e-13,0.47762758
3737,Soft,2.5512983e-10,2.4857817000000004,2.4524412,1.1736631000000002,0.046459764,6.427821e-13,1.1414945
3738,bcu-bll-fsrq-agn,1.0504066999999999e-10,2.365071,2.3780665,0.56368166,-0.010296304000000001,6.9765076e-14,0.0
3740,bcu-bll-fsrq-agn,3.302244e-10,2.4074723999999996,2.9037347000000002,1.7216837,-0.010703219,6.176746e-14,0.53560257
3741,Soft,1.3073095e-08,2.5079546,2.4089517999999996,20.052477,0.41088068,1.5107695999999998e-11,0.0
3742,bcu-bll-fsrq-agn,1.6742815e-10,2.1806166,2.1175437,0.9896802,0.039555762,3.9220492e-14,0.5538184
3743,Soft,1.5330121999999998e-10,2.670257,2.5852082000000003,1.6708153000000001,0.25806594,9.57101e-13,0.82295966
3745,Soft,2.3224467999999998e-10,2.5705636000000003,2.4558517999999996,6.244807700000001,3.0011419999999998,8.430520000000001e-13,0.019737775
3746,Soft,3.150457e-10,2.3163612000000002,2.2766523,1.6832715,0.100297734,1.2411342e-13,0.0
3747,bcu-bll-fsrq-agn,1.9830483e-10,2.1127496,2.0056965,1.9152995,0.13456346,2.915895e-14,0.52119184
3748,Soft,3.9525476e-09,2.2344756,2.1214310000000003,4.5354695,0.34786165,4.557107e-12,0.16679853
3749,bcu-bll-fsrq-agn,1.2375352e-09,2.0076168,1.9172324,2.5891216,0.03339858,7.223885999999999e-13,0.37282676
3750,Soft,2.0521461999999999e-10,2.2865287999999997,2.2818112,0.51559204,0.058153495,2.387765e-14,0.0
3751,Soft,3.063854e-10,2.7436409999999998,2.6569986,3.0291197,1.6323216999999999,6.761605e-13,0.12096808
3753,Soft,2.408505e-10,2.3982514999999998,2.3944813999999996,2.6382928,0.25982314,1.4962055e-13,1.1089996000000002
3755,bcu-bll-fsrq-agn,1.6645561e-10,2.0633662,2.0640824,0.13279697,0.023515461,1.543106e-14,0.0
3756,Soft,5.924339400000001e-10,2.2459287999999997,2.2190576,1.6157223,0.030004445,2.3482404000000003e-13,0.28126183
3757,Soft,5.508716e-10,2.3832834,2.4123628,2.0125651,0.23278573,8.441102e-14,1.0251735
3759,bcu-bll-fsrq-agn,8.965072e-10,1.7917811999999997,1.6641290000000002,2.5440555000000002,0.07461409,9.9220545e-14,0.18752716
3760,Soft,4.177635e-09,2.5547864,2.5468156000000004,6.140143,0.384248,2.0958512999999997e-12,0.0
3761,Soft,3.6827657999999996e-10,2.5198958,2.613877,3.923911,0.76459956,3.4160993e-13,0.35033309999999995
3762,Soft,1.9457499e-08,2.2464880000000003,2.1219308,21.339904999999998,0.08979996,1.0880987e-10,0.8978676999999999
3764,bcu-bll-fsrq-agn,2.5029512000000003e-10,2.3970292,2.403005,0.34014216,-0.017063776,2.5304186e-13,0.0
3765,Soft,4.140941e-10,2.2900294999999997,2.2020795,2.4170506,0.17168911,1.9548850999999999e-13,0.7682821
3766,Soft,1.1178135e-09,2.523493,2.4251924,3.7021315,0.10062439,1.2701628999999999e-11,0.31953590000000004
3767,Soft,5.342354e-10,2.6737528,2.4871721,4.204516,1.5519792,7.113444499999999e-13,0.0
3769,bcu-bll-fsrq-agn,2.4583355e-10,1.9581292000000001,1.961048,0.15296426,0.023613116,1.1970645e-14,0.15621278
3770,Soft,1.5849896e-09,2.4874680000000002,2.3813086,7.173552000000001,0.12108327,1.7599233e-11,1.0701345
3771,bcu-bll-fsrq-agn,6.595139e-11,1.5645863000000002,1.4855049999999999,1.9314749,0.7700610999999999,1.0305674e-15,0.0
3772,bcu-bll-fsrq-agn,1.2724773e-10,2.4833439999999998,2.5156004000000003,1.1209911,-0.018805869,1.2088411000000002e-13,0.2900123
3774,bcu-bll-fsrq-agn,8.919702e-10,1.7876706999999998,1.5872318,4.0249915000000005,0.09028512,1.2614195e-13,0.31867298
3777,bcu-bll-fsrq-agn,1.3887716e-10,2.3425474,2.3369975,0.91022706,-0.025389064,3.0359663e-14,0.0
3778,bcu-bll-fsrq-agn,3.0974667e-10,1.834825,1.563559,3.6113142999999996,0.2752853,3.3228144e-14,0.49075870000000005
3779,Soft,3.4912037e-10,2.2419577,2.1495416,2.0478356,0.18206322,1.3301559e-13,0.0
3780,bcu-bll-fsrq-agn,1.6378505e-10,2.0113432,1.6900266,2.4123995,0.31274495,2.8647579999999997e-14,0.0
3781,Soft,3.5098692999999997e-10,2.5448997,2.6279414,2.4758880000000003,0.38855317,1.9279886e-13,0.0
3782,Soft,3.7838724e-10,2.6155713,2.7011833,2.4423208,0.44186673,2.4430206e-13,0.0
3784,bcu-bll-fsrq-agn,1.8893212e-10,2.252581,2.3032703,1.2789518,-0.020227242,7.574669400000001e-14,0.60963124
3785,Soft,3.6692654e-10,2.6037676,2.6263992999999997,4.227055,2.103082,8.9318407e-13,0.3189508
3786,Soft,8.094246400000001e-10,2.7985134,2.9138424,5.1715465,0.4129036,3.186639e-12,0.29741615
3787,bcu-bll-fsrq-agn,2.3637717e-10,1.9681851000000001,1.9730994,0.16956583,0.00934894,2.1512767999999998e-14,0.0
3788,Soft,3.0651787e-10,2.608346,2.3521214,4.559577,1.0252923,9.042877000000001e-13,0.0
3789,psr,1.710665e-08,2.4024107000000003,2.244118,19.586937,0.5198871,5.8552967000000004e-12,0.03808945
3790,Soft,2.924872e-10,2.7206794999999997,2.9559138,4.0202602999999995,1.1675671,1.2618928e-12,0.122776076
3791,bcu-bll-fsrq-agn,2.9051184e-10,1.8554977,1.5852488,3.2574843999999996,0.19991043,3.8541578e-14,0.22348121
3792,Soft,3.779808e-10,2.6438827999999996,2.7502744,3.4575028,0.44680586,9.231603e-13,0.71411073
3793,Soft,1.2023439e-10,2.930683,2.9089396,1.3632226,0.09433631599999999,4.1859714e-12,0.3860048
3794,Soft,2.1169269e-09,2.5213091,2.7015007,3.3107126000000004,0.543733,1.6347253e-13,0.0
3795,Soft,1.8495208e-10,2.5845346,2.6169076000000002,1.3834918999999999,0.17170201,2.842844e-13,0.0
3796,bcu-bll-fsrq-agn,1.5212328999999999e-10,2.1588093999999995,2.0560389,1.1347623,0.13041739,4.0605286e-14,1.2289323
3797,Soft,1.4748983e-09,2.4284961,2.3280125,4.318771,0.10956279,3.90641e-12,0.2934297
3799,Soft,1.4214601e-09,2.6015099999999998,2.642948,1.3299940000000001,0.118742265,1.092422e-13,0.0
3800,Soft,5.6969630000000004e-11,2.9104295,2.9140606,3.3713599999999997,2.901272,5.147387e-12,0.0
3801,bcu-bll-fsrq-agn,5.995474e-10,1.8650049,1.632365,2.70492,0.1300196,4.7066605e-14,0.13990961
3802,bcu-bll-fsrq-agn,5.3714205e-10,1.9152135,1.7424376,2.803067,0.14710899,6.7585016e-14,0.0
3803,bcu-bll-fsrq-agn,1.4001858e-10,2.0141080000000002,1.9418736,0.6471199000000001,0.061121065,1.506122e-14,0.0
3804,Soft,2.1968074e-09,2.1481204,2.0012393,6.1791,0.10239512,2.4831322000000002e-12,0.18286570000000002
3805,Soft,3.3810263e-08,2.3738954,2.3833883,13.886157,0.06049567,6.554759e-11,0.46607766
3806,bcu-bll-fsrq-agn,2.7833587e-09,2.2710692999999997,2.1346037,4.3585267,0.15495113,5.153009600000001e-13,0.8545075999999999
3808,bcu-bll-fsrq-agn,5.2209015e-10,2.2910569,2.1097531000000003,3.8572983999999995,0.28958854,2.9696777000000003e-13,1.1330919
3809,Soft,3.1281916e-10,2.1481168,2.1288335,0.91778344,0.044495024,4.387460599999999e-14,0.0
3810,bcu-bll-fsrq-agn,9.156978599999999e-11,1.7524092,1.3229116,1.6551349999999998,0.50598603,1.8643211999999997e-15,0.0
3811,Soft,7.630068e-10,2.4671297,2.4005783,3.5005803,0.18782894,1.8762277e-12,0.97126096
3812,Soft,1.0662634e-09,2.3106496,2.0575902,6.8958273000000005,0.46196115,1.3052568999999999e-12,0.030845819
3814,Soft,5.3291443e-10,2.495844,2.5878662999999995,1.0747787,0.29448336,2.4617328e-13,0.4696831
3817,MSP,6.7884085e-09,2.1415048,1.7983331999999999,18.723433,0.46283457,3.0856622000000005e-12,0.0
3818,bcu-bll-fsrq-agn,5.497111e-11,1.5949386,1.5659219,2.2881007,0.3780544,9.089402999999999e-16,0.0
3819,Soft,2.6375102000000004e-10,2.2835424,2.2558553,1.0961478,0.06652549,1.1627458e-13,0.69224805
3820,Soft,6.0332134e-10,2.3877122,2.3408747,4.1341906,0.32557753,5.583529e-13,0.6751384
3821,Soft,1.5110608e-09,2.3792088,2.2806466,3.6054716,0.106925935,1.7658502000000001e-12,0.360501
3822,Soft,1.1111665e-09,2.3926604,2.2086132000000003,2.56336,0.18311265,5.084012e-13,2.0500658
3823,Soft,6.6142614e-10,2.3435855,2.1476097000000003,4.817705999999999,0.23831734,1.1704253e-12,0.5800713000000001
3824,Soft,2.390329e-10,2.6552187999999997,2.6661827999999996,0.5623859,-0.006171148299999999,5.2246873e-13,0.0
3826,bcu-bll-fsrq-agn,6.179608000000001e-11,1.6336614,1.5031508999999998,1.454849,0.28786612,9.737543999999999e-16,0.0
3827,Soft,2.681636e-10,2.579456,2.533934,2.6205266,0.77846754,3.0499957e-13,0.7400467
3828,Soft,1.2725555e-10,2.44061,2.2489915000000003,1.2676578,0.4827291,7.903952000000001e-14,0.94420373
3830,bcu-bll-fsrq-agn,9.7970715e-11,1.8327116,1.7473743999999998,1.2193863,0.1818803,2.2009905e-15,0.0
3831,Soft,3.0255035e-10,2.5078187,2.4512131,1.8255959,0.14157991,6.744603e-13,0.28322425
3832,bcu-bll-fsrq-agn,1.6006405e-10,2.247273,2.2608897999999997,0.44883382,-0.018549474,4.2239077e-14,0.58212495
3833,Soft,1.5008753e-10,2.2539935,2.2155707000000002,0.6324833000000001,0.0092467675,6.597415999999999e-14,0.83492076
3834,bcu-bll-fsrq-agn,1.9996417e-10,2.5445921,2.5384746,0.24054337,0.005756919300000001,4.8930873e-13,0.6525432
3835,Soft,2.9294152999999996e-10,2.6396889999999997,2.5833402000000003,3.067015,0.80139846,7.1597784e-13,0.0
3836,Soft,1.9787025e-10,2.212788,2.1658404,0.9641423000000001,0.08533247599999999,6.445199e-14,0.5057853
3837,Soft,1.2003168e-10,2.4865077,2.3731234,1.9248783999999999,0.344507,2.2538973e-13,0.4578075
3838,Soft,6.672626e-09,2.1147943,2.0606327,4.597336,0.020053532,1.0657537e-11,0.18067850000000002
3839,Soft,6.036292e-10,2.4494380000000002,2.3336675,2.897498,0.22304212,7.64032e-13,0.0
3840,bcu-bll-fsrq-agn,8.7824975e-10,1.8256851000000003,1.6980898000000002,3.5238345,0.06382293,1.9129248e-13,0.24816221
3842,bcu-bll-fsrq-agn,1.7112258e-09,2.0545576,2.0322945,1.3295371999999999,0.02960871,3.4819112e-13,0.62505287
3843,bcu-bll-fsrq-agn,3.6118109999999995e-11,1.7536318,1.5556732,2.1487922999999998,3.8834949,2.1985942999999997e-15,0.0
3845,bcu-bll-fsrq-agn,2.3402616e-10,1.8475705000000002,1.809047,1.0844555,0.028353699,1.8605531000000002e-14,0.0
3846,Soft,2.4401473e-10,2.3494099999999998,2.1998105,2.5271955000000004,0.5094281,1.7451943e-13,0.0
3850,bcu-bll-fsrq-agn,2.3930272e-10,2.0389273,2.0363646,0.033073403,0.048009954,1.3649437000000001e-14,0.12571363
3851,Soft,2.641956e-10,2.1698937000000003,2.111618,1.5423405000000001,0.06507397,1.151598e-13,0.24891518
3852,Soft,2.0028869e-10,2.478343,2.2540693,2.034966,0.22234322,5.811517700000001e-13,1.0741252000000001
3853,bcu-bll-fsrq-agn,1.0366306e-09,1.8189064999999998,1.5734627,4.9608445,0.17389216,1.3213786e-13,0.062141642000000004
3854,Soft,3.962177e-10,2.3473186000000004,2.3430072999999996,1.0795449,0.017388752,2.30146e-13,0.326008
3856,Soft,1.6891041e-10,2.6100516,2.5710752,1.7238044,0.22770242,3.8950706e-13,0.0
3857,Soft,1.236977e-10,2.931233,2.9268932,1.3112491000000002,0.12153687,3.1570033e-12,0.6485875
3858,Soft,1.0155914e-08,2.5101378,2.34924,17.0344,0.6327038,7.087660799999999e-12,0.0
3859,Soft,9.5542925e-09,2.402245,2.3342924,12.507125,0.076106824,9.4106424e-11,0.6339789
3861,Soft,2.118701e-09,2.2088299,2.125987,5.8396373,0.13410428,1.4339543e-12,0.54112923
3862,Soft,2.3455676e-10,2.411956,2.5869117000000004,2.2884772,0.9637190000000001,1.9938417999999998e-13,0.31352979999999997
3863,Soft,1.432296e-10,2.0702722,2.0697721999999996,0.18735328,-0.0044097975,1.2732210500000001e-14,0.0
3864,Soft,9.659028e-11,2.6111712000000002,2.3740954,0.9026731,0.27813056,3.1146158e-13,0.0
3865,Soft,2.565445e-10,2.5986853,2.6064463,1.4548088,0.28300443,2.2104488999999998e-13,0.0
3866,bcu-bll-fsrq-agn,7.2111095e-10,2.1848679,1.8915568999999999,2.7795792,0.32304928,6.930955e-14,0.5683335
3867,Soft,3.0722644e-10,2.3641474,2.380709,1.4998679,0.035628617,1.6235215000000001e-13,0.0
3868,Soft,2.0056115e-10,2.6118112,2.7633374,3.0323815,2.3092687,1.0242999e-12,0.0
3869,Soft,1.3267315e-10,2.878834,2.729228,2.2778994999999997,0.24717066,6.2944975e-12,0.5169581
3870,bcu-bll-fsrq-agn,3.6911962000000003e-10,1.9289651999999997,1.7270806,2.7770402,0.14657903,4.861674e-14,0.45322058
3873,msp,5.8985455e-10,2.3501587,1.8634268,5.529698000000001,1.3025223999999997,3.434945e-13,0.0
3874,bcu-bll-fsrq-agn,2.5744963999999997e-10,1.9787458999999998,1.9153957,1.4376029,0.124148786,1.7933805000000002e-14,0.0
3877,Soft,1.65331e-10,2.3712447,2.2147598,1.1774946000000002,0.18239392,5.2895079999999996e-14,0.490641
3879,Soft,3.5618107999999996e-10,2.7118807,2.6580915000000003,2.5879168999999997,0.4438504,6.8035307e-13,0.0
3881,bcu-bll-fsrq-agn,1.9092201e-10,2.060248,2.0411365000000004,0.6789411,0.036300894,1.3029738e-14,0.0
3882,psr,3.1782463e-09,2.4271958,2.0919163,10.147769,0.8449279000000001,1.3816543e-12,0.0
3885,bcu-bll-fsrq-agn,3.1360600000000003e-10,2.3652675,1.9709337,2.9560223,0.7108284,2.028766e-13,0.0
3886,bcu-bll-fsrq-agn,1.3189308000000002e-10,1.9206831000000002,1.5906518,2.0372877000000003,0.3705294,1.3909114499999998e-14,0.0
3887,Soft,6.171315e-10,2.6327546,2.6100054,4.296786,1.1358795,6.765052e-13,0.05017764
3888,Soft,1.3754567e-10,2.2902593999999996,2.2677467,0.61596745,0.05236551,5.856609999999999e-14,0.56209666
3890,bcu-bll-fsrq-agn,8.302917e-11,2.0055463,1.8290771000000001,0.7268519,0.19761209,5.228054e-15,0.0
3892,bcu-bll-fsrq-agn,2.7330643e-10,2.100925,2.0685371999999997,1.5241022,0.13988756,3.261022e-14,0.39984378
3893,bcu-bll-fsrq-agn,2.0940706e-10,2.0673406,2.02374,1.1542919,0.057970497999999995,4.028035e-14,0.0
3894,psr,3.0403709999999994e-09,2.5854566,2.6148164,8.076008999999999,1.3858938,1.7309799e-12,0.0
3895,Soft,1.4519393e-10,2.28697,2.23434,1.2575192,0.11277171,6.5782754e-14,0.0
3896,Soft,1.1824565e-10,2.0904148,2.0658371,0.25917935,0.03259361,1.8437549999999998e-14,0.10233983
3897,bcu-bll-fsrq-agn,4.810369e-10,1.9556952,1.9196266,1.0109777,0.03911833,7.188992e-14,0.32510614
3898,Soft,1.8557163e-10,2.2562785,2.2706482000000006,0.74553055,0.049637962,3.537455e-14,0.0
3899,Soft,2.0894472e-10,2.4932225,2.4437256,1.7814598000000001,0.24496481,2.5615445e-13,1.0600688
3900,Soft,4.7818984e-09,2.2051317999999998,2.0696032,8.987026,0.097329095,9.684055e-12,0.72317594
3902,Soft,2.4965952000000003e-10,2.6602576,2.789971,3.4927921000000004,1.7728700000000002,7.146050999999999e-13,0.0
3903,bcu-bll-fsrq-agn,2.916691e-10,1.8176430000000001,1.8420056,0.47132903,0.010601929,1.2606966000000001e-14,0.0
3904,bcu-bll-fsrq-agn,3.866649e-10,1.9085704,1.7030755000000002,2.3649337000000004,0.10173389999999999,7.792839e-14,0.105331965
3905,SNR,6.674807e-11,1.0586251,1.1628675,0.71166533,0.35617915,7.5933566e-17,0.0
3906,Soft,1.0567930000000002e-09,2.4198422,2.3214745999999997,3.4540824999999997,0.26904833,4.2034997999999995e-13,0.0
3908,Soft,2.6075813999999997e-10,2.3454618,2.3608882,2.651827,0.49420425,8.1827455e-14,0.0
3910,Soft,1.6046918e-10,2.2033567,2.1773212,0.7137906999999999,0.04506294,2.1032186e-14,0.0
3911,bcu-bll-fsrq-agn,2.8128608e-10,1.9898131999999997,1.9278986,0.8921899999999999,0.06547551,2.2296712999999996e-14,0.42331702
3912,Soft,8.3346097e-10,2.4267242,2.401368,1.7566563999999998,0.02989954,1.891196e-12,0.9332669
3913,bcu-bll-fsrq-agn,1.8392377e-10,1.7492019,1.6006933,1.7911417,0.125385,9.290566e-15,0.0
3914,bcu-bll-fsrq-agn,1.4035693e-10,1.8668697,1.8303366,0.83083457,0.11376766,3.3527358e-15,0.3208158
3915,Soft,2.5569272000000004e-10,2.2479157,2.15443,1.8027370999999999,0.08798989999999998,1.5681956e-13,0.5772379
3916,Soft,2.761495e-10,2.6535697,2.6701984,1.4958118999999999,0.18898383,3.2031005e-13,0.70163274
3917,Soft,5.146768e-10,2.4067526000000004,2.3677013,4.750883999999999,0.39802578,9.113685e-13,0.9346448
3918,Soft,1.749177e-10,2.2380207000000003,2.2054807999999997,0.5121665,0.07681909,3.54429e-14,0.0
3919,Soft,2.6565822e-10,2.5773609,2.6357334,1.425661,0.22062978,1.2261707e-13,0.0
3920,MSP,1.1467302e-08,2.147077,2.1419200000000003,21.236937,0.41780734,2.5236985e-12,0.0
3922,bcu-bll-fsrq-agn,2.4381178e-10,2.1916838,2.2055428,1.8579925,0.16637874,4.5787674e-14,0.28289035
3923,Soft,3.7864661000000003e-10,2.7344549,2.9617016,3.211051,0.4243303,9.636843e-13,0.3207393
3924,bcu-bll-fsrq-agn,1.6177315e-10,2.1330652000000003,2.209809,1.0518975,0.11058265,1.1683235e-14,0.0
3926,Soft,6.938031e-10,2.2380874,2.2181976000000003,1.0483985999999998,0.03880833,2.4056324e-13,0.36494076
3928,bcu-bll-fsrq-agn,1.1914923e-10,1.7000816000000003,1.6098763,1.7560164,0.23766744,2.2155534e-15,0.0
3929,Soft,6.6111916e-10,2.6790272999999996,2.748056,5.768999,0.87043303,1.5809110000000001e-12,0.0
3930,Soft,2.7034075e-10,2.6275492000000003,2.9030616,2.29265,0.77334404,5.0061485e-13,0.0
3931,Soft,1.7001495e-10,2.2885902000000002,2.222019,1.3704885,0.16164395,8.095039999999999e-14,0.34779940000000004
3932,Soft,1.6252585e-10,2.4245465,2.4156458,1.0228055,0.14091800000000002,1.5399392e-13,0.0
3934,Soft,6.986549e-10,2.3100677000000003,2.2072833,2.1650549999999997,0.049421522999999995,1.9766387e-12,0.84186655
3935,bcu-bll-fsrq-agn,3.9283557e-10,1.8497112,1.8135717,1.2697968000000002,0.062139988,1.8033543e-14,0.0
3936,bcu-bll-fsrq-agn,1.7743594e-10,2.2332716,2.0819383,2.5372818,0.40254882,8.196806e-14,0.0
3937,bcu-bll-fsrq-agn,4.3636077e-11,1.75017,1.6025081,0.91246253,0.27654234,8.96928e-16,0.0
3938,bcu-bll-fsrq-agn,6.582655e-10,1.6989886000000003,1.5039973,4.3423514,0.08646785,6.852729600000001e-14,0.13524049999999999
3939,Soft,1.07892e-10,2.5911386000000003,2.5680224999999997,0.6925777,0.12465292,1.8858533e-13,0.33995163
3940,bcu-bll-fsrq-agn,3.7738972999999996e-10,2.2101612,2.2108088,0.079357296,-0.012865801999999999,9.493827999999999e-14,0.34664997
3942,bcu-bll-fsrq-agn,2.039356e-10,1.9181266,1.9098775000000001,0.0,-0.0295084,8.703440000000001e-15,0.0
3943,bcu-bll-fsrq-agn,4.7148285e-10,1.8324207,1.7237417000000002,2.3090856,0.073982805,4.0071387e-14,0.2521735
3944,Soft,6.995337e-10,2.6039307000000003,2.7892113,2.6627696,0.52074444,2.1242082e-13,0.26740313
3945,Soft,2.1691087999999997e-10,2.4704053,2.590039,2.4625664,0.4711282,2.378955e-13,0.5282366999999999
3946,bcu-bll-fsrq-agn,5.7056230000000005e-09,1.9775285,1.8678838,9.52944,0.05489814,5.6502025e-12,0.37948126
3948,Soft,1.5079121000000002e-10,2.58085,2.606932,1.3983355,0.38091728,3.8735520999999997e-13,0.6939172
3950,bcu-bll-fsrq-agn,4.441806e-10,1.911213,1.8255697,1.7776299999999998,0.09006484,3.817654e-14,0.4633075
3951,Soft,7.6467377e-10,2.364785,2.1596330000000004,6.290371400000001,0.6389271,1.0827483e-12,0.0
3952,Soft,2.1113649999999996e-09,2.56701,2.478716,6.8840145999999995,0.5517510999999999,1.3086494e-12,0.046343576
3953,MSP,3.912206e-10,2.145566,1.9318407,5.4641185,0.553413,1.7403064e-13,0.0
3954,Soft,1.0377909e-09,2.3873606,2.1412692000000004,6.7125883,0.51746005,1.7606688999999998e-12,0.12032067
3955,bcu-bll-fsrq-agn,1.1535645e-09,1.887284,1.7866866999999997,2.4354262,0.03457839,2.348012e-13,1.6292166000000001
3956,Soft,1.0640845e-09,2.4807672999999997,2.2863526000000003,5.7653136,0.3312236,5.4224875e-12,0.0
3957,bcu-bll-fsrq-agn,1.4534428e-10,2.263919,2.2591321,0.08764166400000001,0.029763928,4.2077985e-14,0.57051986
3960,Soft,4.511802e-10,2.5479286,2.6142209,3.2633653,0.7214366999999999,4.0190987e-13,0.0
3962,bcu-bll-fsrq-agn,1.7429093e-10,1.8230151,1.6121587,0.92380005,0.10795531400000001,3.3649506000000003e-15,0.0
3963,bcu-bll-fsrq-agn,6.904856e-10,1.8925164,1.7376585,3.234005,0.10509625,1.295e-13,0.25488657
3964,bcu-bll-fsrq-agn,5.280304e-10,1.9854504000000002,1.7887953999999997,2.4645867000000004,0.15363474,7.3706076e-14,0.7862611999999999
3965,bcu-bll-fsrq-agn,1.6353099999999999e-10,2.0458071,2.0087254,1.550139,0.1405109,1.5134961e-14,0.0
3966,bcu-bll-fsrq-agn,1.5826812e-10,2.2412722,2.1464396,1.7931895,0.1960571,4.5254402000000005e-14,0.33767593
3967,Soft,2.115454e-10,2.077984,2.075736,0.55980045,0.027261462,1.9601808e-14,0.48904195
3969,bcu-bll-fsrq-agn,1.6383166999999999e-10,1.8606281000000002,1.6274236,1.7974999,0.39277416,6.433176e-15,0.0
3970,bcu-bll-fsrq-agn,3.1628372e-10,1.8857843999999997,1.8682832999999999,0.54214483,0.041619208,1.6213872e-14,0.0
3971,Soft,8.113510400000001e-10,2.6000514,2.6191187,4.365541,0.5578994,9.349498e-13,0.0
3972,Soft,8.0488105e-10,2.2993796000000004,2.2559242000000004,1.005968,0.10217029999999999,5.888379e-14,0.0
3973,Soft,1.9980406000000001e-10,2.5875470000000003,2.725628,1.8130773999999998,0.32041284,3.4207058e-13,0.3047665
3975,Soft,1.8229365e-10,2.7436404,3.0948467,3.6987355,2.1185462000000004,1.6048207e-12,0.0
3976,Soft,5.6532357e-10,2.6495597,2.4672956000000004,4.2915707,0.7727438,1.5500904e-12,0.0
3977,Soft,2.2521114e-10,2.4809053,2.3889382,1.6139493999999999,0.32247070000000005,2.0204532999999998e-13,0.0
3978,bcu-bll-fsrq-agn,7.9045874e-11,2.4032035,2.4112713,0.97310996,-0.026566802,2.1734852e-14,0.0
3979,bcu-bll-fsrq-agn,2.2310875e-09,2.0363767,1.9092586,5.323616,0.0652243,1.6127421e-12,0.64099795
3980,Soft,1.4421515e-09,2.5307267,2.6933515,3.7333481,0.6072377,2.0705917e-13,0.0
3981,bcu-bll-fsrq-agn,1.0183727e-09,1.7976631,1.7724813999999998,1.1136941999999999,0.02411552,4.9230517000000004e-14,0.24382743
3982,bcu-bll-fsrq-agn,4.4911606e-11,1.7317322,1.1793905,2.5853856,1.0162446,3.895441e-15,0.0
3983,bcu-bll-fsrq-agn,6.011801999999999e-11,1.8610153000000003,1.736103,1.0597305000000001,0.20348006,2.2470187e-15,0.19462423
3984,bcu-bll-fsrq-agn,8.467106e-11,2.1414793,2.220561,0.54056555,-0.0018122748,1.0133032e-14,1.0373366
3985,bcu-bll-fsrq-agn,1.3259823999999998e-10,2.0536938,1.9967221999999998,1.5951942,0.19546503,2.3988512000000003e-14,0.0
3986,bcu-bll-fsrq-agn,1.6139261000000002e-10,2.4979343,2.4968626,0.013443795,0.024308797000000004,2.6408788e-13,0.0
3987,Soft,9.559151e-10,2.3926819999999998,2.3051338,2.7087896000000002,0.081166744,3.0205842e-12,0.8468462
3988,bcu-bll-fsrq-agn,1.5546249e-10,2.0253763,2.0328176,0.39303598,-0.0018174297,9.801000000000001e-15,0.8829985999999999
3989,bcu-bll-fsrq-agn,2.0273311e-10,1.8417215,1.7812519,1.69363,0.13407512,7.95275e-15,0.25327966
3990,bcu-bll-fsrq-agn,9.023814e-10,1.9521903000000003,1.9245913000000001,0.94120836,0.040082503,1.0155884999999999e-13,0.33854106
3991,Soft,5.301244400000001e-10,2.1225958,2.1376917,0.37717953,-0.0020186168,4.0590021999999995e-15,0.0
3993,Soft,8.035635400000001e-11,2.760964,2.6686256,1.2870572,0.29972,9.180766e-13,0.0
3994,Soft,8.4023555e-10,2.3597105,2.287356,3.9141654999999997,0.18061277,1.3417593000000001e-12,0.27772040000000003
3996,bcu-bll-fsrq-agn,2.1741807000000002e-10,1.9278119999999999,1.8084966,0.9717309000000001,0.16687241,9.262583e-15,0.5686159000000001
3997,Soft,2.5766092000000003e-10,2.5339252999999995,2.5229945,0.9434521999999999,0.047234155,5.0825305e-13,0.4286920999999999
3998,Soft,3.3680206e-10,2.6853256,2.7311804,1.6346406999999998,0.40509757,3.5557979999999997e-13,0.0
3999,Soft,3.387894e-10,2.654383,2.6655857999999997,1.499923,0.11001078,5.282781e-13,0.09086895
4000,Soft,2.5501462000000004e-10,2.6816406,2.7321296000000004,3.9879467000000006,4.0014524,1.2796676000000002e-12,0.4142668
4001,bcu-bll-fsrq-agn,4.081166e-10,2.0590012,1.9398151999999997,2.2744009999999997,0.105114475,1.1795819999999998e-13,0.41851404
4003,Soft,2.8667618e-10,2.8143806000000002,2.8038597000000003,4.5950084,4.105753,2.3028686000000003e-12,0.18120351
4004,SNR,5.516135999999999e-09,2.072559,2.119723,4.9071684,0.109151736,1.2653307e-13,0.0
4005,MSP,4.3679345999999995e-10,2.2194715,1.8896203999999999,5.3476515,0.48298599999999997,3.3282795000000003e-13,0.0
4006,bcu-bll-fsrq-agn,1.5442227e-10,2.1174345000000003,1.9252139,2.8016624,0.82206035,2.6890589999999997e-14,0.33886662
4007,bcu-bll-fsrq-agn,1.11894924e-10,1.8671273999999998,1.6566241000000002,1.4961864,0.38332093,2.0554118e-15,0.0
4008,bcu-bll-fsrq-agn,1.4684982e-09,1.9389093999999998,1.8396924,3.9677102999999994,0.05305855,3.6786405e-13,0.37880057
4009,Soft,1.4828507e-09,2.3742971,2.2385006,5.3930197,0.17114827,4.433893e-12,1.0846046
4010,Soft,1.5051348e-09,2.2884138,2.2303631,2.6836479,0.04705497,1.8514433e-12,0.86501026
4012,Soft,3.8081567999999997e-10,2.4573271,2.6774347,2.7367697,0.45961055,1.9110633e-13,1.3736313999999998
4014,Soft,1.3642845e-10,2.5740689999999997,2.6839046000000004,3.5337867999999997,1.9269637,1.4641971000000001e-12,0.25076288
